"","Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"38492","SCL","27.9","TLW","FR",0,0,0,0,0,0,0,0,2,0,0,0
"38493","SCL","27.9","TLW","PT",0,0,71.8,248.23,254.17,233.84,85.57,84,90,123,363,253.6
"38494","SCO","27.9","TLW","ES",10.56,11.72,7.07,12.95,19.49,108.63,132.17,122.5,89.4,256,290,273.1
"38495","SCO","27.9","TLW","PT",0,0,0.97,4.59,16.83,13.28,11.26,6,7,11,25.01,33.7
"38496","SCP","27.9","TLW","PT",0,0,0,0,0.03,0.04,0.03,0,0,0.01,0,0
"38497","SCR","27.9","TLW","ES",255.27,141.72,186.17,143.6,118.39,209.79,181.93,190,263.5,228,148.2,237.9
"38498","SCR","27.9","TLW","PT",35.35,31.29,28.73,26.05,42.5,21.28,25.39,36,37,26,58.01,66.5
"38499","SCS","27.9","TLW","ES",14.19,39.46,25.12,10.45,12.4,0,0,0,0,0,0,0
"38500","SCS","27.9","TLW","PT",20.23,19.67,23.69,29.14,29.69,20.32,18.47,26,19,36.01,38.01,39.7
"38501","SCU","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.11
"38502","SCX","27.9","TLW","ES",0.04,0.01,0.07,0.18,0.56,201.53,163.99,404.7,369.9,416,398.7,283.9
"38503","SCY","27.9","TLW","ES",0.08,0.05,0.02,0.14,0.12,0,0,0,0,0,0,0
"38504","SCY","27.9","TLW","PT",0,0,2.79,2.15,3.11,2.48,1.38,1,1,1,0.01,0
"38505","SDH","27.9","TLW","ES",0.11,0,0.03,0,0,0,0.56,0.01,0,0,0,0
"38506","SDH","27.9","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,0,0
"38507","SDR","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"38508","SDS","27.9","TLW","PT",8.1,6.72,8.27,7.93,7.99,8.68,6.01,7,14,8,29,21.8
"38509","SDU","27.9","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0,0
"38510","SDV","27.9","TLW","ES",5.78,3.35,2.58,0.69,1.07,5.77,2.75,7.7,31.7,11,31.4,31.9
"38511","SDV","27.9","TLW","FR",0,0,0,0,0,0,0,0,2.5,0,0,0
"38512","SDV","27.9","TLW","PT",8.78,8.64,7.13,9.42,8.09,8.82,6.05,7,9,13,12,11.5
"38513","SFS","27.9","TLW","ES",87.88,94.46,140.37,355.11,224.98,34.23,349.06,493.6,317,888,734.6,458.8
"38514","SFS","27.9","TLW","PT",54.79,52.19,83.36,174.23,54.03,24.09,101.58,16,79,12.01,11.01,11.2
"38515","SHB","27.9","TLW","ES",0,0.02,0.01,0.01,0,0,0,0,0,0,0,0
"38516","SHB","27.9","TLW","PT",0,0,0,0,0.01,0.6,0.14,1,2.01,0.01,1,0.31
"38517","SHD","27.9","TLW","ES",0.45,1.01,0.33,3.16,10.07,19.21,37.59,29.3,28.9,22,19.2,5
"38518","SHL","27.9","TLW","ES",0.03,0,0,0,0,0,0,1,0,0,0,0
"38519","SHL","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"38520","SHO","27.9","TLW","ES",93.34,86.19,62.89,0.27,4.09,0.42,1.41,0.01,11.7,29,35.8,38.8
"38521","SHO","27.9","TLW","PT",41.7,30.43,25.72,21.9,1,0,1.34,4,16.01,12,24,29.9
"38522","SHR","27.9","TLW","PT",24.72,10.48,13.25,10.4,13.13,15.43,23.45,22,30,27,51,23.3
"38523","SHX","27.9","TLW","ES",0,0,0,0,0,0,0,0,4.4,0,2.8,7.3
"38524","SHZ","27.9","TLW","PT",0,0,0,0,0,0,53.91,50,21,21,15,1.6
"38525","SIL","27.9","TLW","ES",58.2,54.58,38.98,43.25,40.94,32.38,29.87,48.1,37.1,87,48.8,144.3
"38526","SIL","27.9","TLW","PT",1.84,2.01,0,0,0,0,0,0,0,0,0,0
"38527","SIX","27.9","TLW","ES",353.22,47.72,8.8,1.06,7.67,0.18,0.23,0.1,0.01,0.01,1.1,2.4
"38528","SIX","27.9","TLW","PT",0,0,0,0,0,0.11,0,0,0,0,0,6
"38529","SKA","27.9","TLW","ES",107.51,88.23,62.11,43.34,90.78,129.06,116.18,111.3,232.2,2372,2554.11,2555.6
"38530","SKA","27.9","TLW","FR",0,0,0,0,0,0,0,0,0.8,0,0,0
"38531","SKA","27.9","TLW","IE",0,0,0,0,0,0,0,0,0.01,0,0,0
"38532","SKA","27.9","TLW","PT",0,33.93,37.56,69.94,101.94,95.49,96.53,155,473,599,950,877.5
"38533","SKB","27.9","TLW","PT",0,0,0,0,0,0.15,0,0,0,0,0.01,2.4
"38534","SKH","27.9","TLW","ES",2.21,3.78,3.5,0.43,12.28,0.18,7.13,11.3,35.21,0.02,1.11,6.5
"38535","SKH","27.9","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,0.01
"38536","SKH","27.9","TLW","PT",0,0,0,0,0.3,0.09,3.79,0,4.01,3,9,64.5
"38537","SKJ","27.9","TLW","ES",24.92,79.74,40.67,17.28,11.29,32.32,33.29,17.2,6.5,7,2.4,6.2
"38538","SKJ","27.9","TLW","PT",23.28,38.86,52.21,17.65,9.81,45.57,52.98,87,134,140,223,103.1
"38539","SKX","27.9","TLW","ES",0,0,0,0.01,0,0,0.1,0,0,0,15.8,0
"38540","SLI","27.9","TLW","ES",0,0,0.05,0,0,0,0.09,0,46.4,0,0,0
"38541","SLI","27.9","TLW","PT",0.01,0,0.02,0.02,0.01,0.93,0.07,0,0,0,0,0
"38542","SLM","27.9","TLW","ES",59.71,35.11,13.87,16.46,12.76,13.98,3.42,6.5,4.8,39,38,28.5
"38543","SLM","27.9","TLW","PT",253.01,221.14,190.22,224.3,131.63,244.93,191.35,170,221,269,344,261.2
"38544","SLO","27.9","TLW","ES",1.65,0.97,1.49,1.06,0.63,0,0,0,0,0,0,0
"38545","SLO","27.9","TLW","PT",16.05,6.54,11,10.5,7.69,5.18,6.22,6,6,2,4,5.21
"38546","SLX","27.9","TLW","ES",0.04,0.02,0.18,0.06,3.73,1.42,4.9,2.9,5.1,9,8.5,0.3
"38547","SMA","27.9","TLW","ES",31.48,40.66,40.51,51.05,44.75,47.05,29.33,23.8,18.7,41,32.1,12.8
"38548","SMA","27.9","TLW","PT",80.43,101.57,85.03,78.41,357.97,508.41,533.58,657,525,728,960,551.5
"38549","SMD","27.9","TLW","ES",23.33,20.02,22.84,17.47,19.25,17.02,48.83,35.6,32.6,26,51.1,32.1
"38550","SMD","27.9","TLW","PT",58.22,146.95,232.45,161.94,26.25,23.59,21.21,24,22,25,27.01,25.61
"38551","SME","27.9","TLW","PT",0,0,0,0,0,0,0.02,0,0.01,0.01,0.01,0.1
"38552","SNA","27.9","TLW","ES",0,0,0,0.01,0.03,0,0,0,0,0,0,0
"38553","SNA","27.9","TLW","PT",0,0,0,0,0.15,0.02,0,0,1,0.01,0.01,0
"38554","SNK","27.9","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,1,0.31
"38555","SNQ","27.9","TLW","ES",15.45,3.45,2.84,2.69,3.8,0,0,0,0,0,0,0
"38556","SNS","27.9","TLW","ES",0.09,0.4,0.87,0.82,1.85,0,0,0,0,0,0,0
"38557","SNS","27.9","TLW","PT",0,0,0,1.27,0.03,0,0.01,11,0.01,0.01,1,0.02
"38558","SOC","27.9","TLW","PT",0,0,0,0,0.23,0.56,6.91,1,2,1,9,1.1
"38559","SOI","27.9","TLW","ES",0.01,0.02,0,0,0.01,0,0,0,0,0,0,0
"38560","SOL","27.9","TLW","ES",137.21,119.03,128.53,143.92,143.75,0,0,0,0,0,0,73.1
"38561","SOL","27.9","TLW","FR",0,0,0,0,0,0,0,0,1.2,0,0,0
"38562","SOL","27.9","TLW","IE",0,0,0,0,0,0,0,0,0.01,0,0,0
"38563","SOL","27.9","TLW","PT",471.11,0,469.32,499.75,439.05,393.72,289.7,378,358,319,267.01,311.1
"38564","SOO","27.9","TLW","ES",5.51,5.41,34.33,39.66,17.22,153.38,116.16,152.1,91.4,97,80.4,0
"38565","SOO","27.9","TLW","PT",37.21,440.29,42.87,30.81,62.23,35.8,42.62,81,60,71,60,194.2
"38566","SOP","27.9","TLW","PT",0,0,0,0,0.12,0,0,0,0,0,0.01,0
"38567","SOR","27.9","TLW","ES",0.02,0.07,0.17,0,0.01,0.35,1.09,0.3,0,0,3.4,3.4
"38568","SOS","27.9","TLW","ES",9.09,13.13,10.73,14.78,16.55,0,0,0,0,0,0,0
"38569","SOS","27.9","TLW","PT",95.63,97.35,69.2,115.05,170.16,99.32,174.74,157,134,77,54,89.5
"38570","SOT","27.9","TLW","PT",0,0,0,0,0.13,0,0,0,0,0,0,0
"38571","SOX","27.9","TLW","ES",20.69,10.45,7.17,12.51,7.29,0,0,0,0,0,0,5.6
"38572","SPF","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"38573","SPL","27.9","TLW","ES",0,0,0,0,0,0.04,0,0,0,0.01,0,0
"38574","SPN","27.9","TLW","ES",0,0,0,0.01,0.31,0.01,0.01,0.2,0,2.01,0.4,0
"38575","SPN","27.9","TLW","PT",0,0,0.89,0,0,0.11,0,2,1,6,6,11.5
"38576","SPR","27.9","TLW","ES",0.04,0.01,0.05,0.01,0.25,0.12,0.23,0.1,0.01,0,0.1,0.3
"38577","SPR","27.9","TLW","PT",0,0,0,0,0.02,0.03,0,0,0.01,0.01,0.01,0.01
"38578","SPU","27.9","TLW","ES",14.22,22.01,28.85,25.08,13.31,7.85,13.66,17.9,8.5,13,17.2,18.4
"38579","SPU","27.9","TLW","PT",42,45.31,51.89,39.51,30.69,15.19,8.17,13,12,8,7,10.81
"38580","SPX","27.9","TLW","ES",0,0,0,0,0.01,0,0,0,0,0,0,0
"38581","SPZ","27.9","TLW","ES",0,0,0,0.01,0,0,0,0,0.01,0.02,2.5,0
"38582","SPZ","27.9","TLW","PT",0,0,0,1.3,0,0.1,0,0,0,0,0,0
"38583","SQA","27.9","TLW","PT",0,0,0,0,0.02,0.28,0.01,0,0.01,0,0,0
"38584","SQC","27.9","TLW","ES",89.46,131.12,106.6,43.4,47.76,331.61,274.83,222.8,210.9,595,501.2,415
"38585","SQC","27.9","TLW","PT",2.02,5.12,3.2,8.66,7.84,33.49,12.61,11,9,55,34,39.9
"38586","SQE","27.9","TLW","ES",17.85,72.07,71.18,104.04,258.51,52.28,10.14,4.8,0.8,1,1.3,1.1
"38587","SQE","27.9","TLW","PT",3.02,1.72,0,0,0,0,0,0,0,0,0,0
"38588","SQF","27.9","TLW","ES",0.02,0,0,0,0,0,0,0,0,0,0,0
"38589","SQF","27.9","TLW","PT",0,0.29,0,0,0,0,0,0,0,0.01,0,0
"38590","SQI","27.9","TLW","ES",117.16,512.23,247.49,823.91,2573.09,2307.76,401.65,266.9,123.5,165,64.1,60.5
"38591","SQI","27.9","TLW","PT",7.82,90.84,7.53,38.8,60.46,54.13,10.89,4,2,5,0.01,0.01
"38592","SQL","27.9","TLW","PT",0,0,0,0,0.13,0.06,0.09,1,0,0,0,0
"38593","SQM","27.9","TLW","ES",8.21,62.95,54.6,8.06,2.2,0,0,0,0,0,0,0
"38594","SQR","27.9","TLW","ES",119.15,342.94,208.84,134.02,101.85,0,0,0,0,0,0,0
"38595","SQR","27.9","TLW","PT",220.94,286.26,310.9,157.88,118.61,270.97,227.03,210,206,344,0,0
"38596","SQU","27.9","TLW","ES",2.34,4.29,3.98,4.3,4.16,5.09,17.55,31.3,46.7,35,32.6,41.4
"38597","SQY","27.9","TLW","ES",14.62,11.23,14.12,17.65,24.05,0,0,0,0,0,0,0
"38598","SQZ","27.9","TLW","ES",5.48,5.88,9.62,9.71,9.03,0,0,0,0,0,0,0
"38599","SRG","27.9","TLW","ES",20.26,22.55,19.19,15.32,14.14,37.09,55.02,102.1,95.5,102,85,98.9
"38600","SRG","27.9","TLW","PT",9.95,5.57,5,21.87,23.43,37.65,44.77,42,54,93,132,146.8
"38601","SRJ","27.9","TLW","ES",0.01,0.01,0,0.03,0.01,0,0,0,0,0,0,0
"38602","SRK","27.9","TLW","ES",2.55,3.06,1.41,3.62,2.83,0,0,0,0,0,0,0
"38603","SRQ","27.9","TLW","PT",34.58,0,0,0,0,0,0,0,0,0,154,53.7
"38604","SRR","27.9","TLW","ES",0.02,0,0,0,0.03,0,0,0.01,0,0,0,0
"38605","SRX","27.9","TLW","ES",10.58,9.59,17.9,25.47,32.23,46.44,66.94,89.7,48.1,50,56,70.5
"38606","SRX","27.9","TLW","PT",18.77,0,0,0,0,0,0,0,0,0,0,0
"38607","SSA","27.9","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0.01,0.21
"38608","SSB","27.9","TLW","ES",30.89,45.86,69.98,73.71,61.52,26.91,47.83,80.1,104.6,125,156.5,262.2
"38609","SSB","27.9","TLW","PT",11.46,12.34,27.1,96.17,17.13,31.2,22.25,42,43,49,45,57.9
"38610","SSD","27.9","TLW","ES",0,0.02,0,0,0,0,0,0,0,0,0,0
"38611","SSH","27.9","TLW","PT",79.3,46.41,40.22,26.33,35.35,31.67,66.52,73,118,103,75,41.9
"38612","SSM","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"38613","SSX","27.9","TLW","ES",0,0,0.02,0,0.03,0.01,0.11,0,0,0,0,0
"38614","STB","27.9","TLW","PT",0,0,0,0,0.09,0.43,0.07,0,0.01,0.01,1,0.01
"38615","STG","27.9","TLW","PT",26.54,9.21,3.44,0.95,1.6,1.33,1.75,2,2,2,1,2.61
"38616","STI","27.9","TLW","ES",0.03,0,0.04,0,0,0,0,0,0,0,0,0
"38617","STI","27.9","TLW","PT",0,0,0,0,0.31,0.23,0.25,0,0.01,0.01,0,0
"38618","STT","27.9","TLW","ES",0.01,0.07,0.04,0.02,0,0.36,4.11,0.6,0.01,0.01,0.1,0
"38619","STT","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,1.7
"38620","STU","27.9","TLW","ES",0,0,0,0,0,0.01,0,0.1,0,0,0.01,0
"38621","STW","27.9","TLW","ES",0.19,0.57,0.12,0.12,0.38,0,0,0,0,0,0,0
"38622","SUT","27.9","TLW","PT",0,0,0,0,0.11,0,0,0,0,0,0,0
"38623","SVE","27.9","TLW","ES",985.52,2707.91,4044.23,4052.88,3866.48,2552.43,1137.01,2360.3,3161.9,2967,3519.6,3393.5
"38624","SVE","27.9","TLW","PT",26.34,88.1,565.27,424.37,254.63,225.03,131.95,20,53,83,260,691.8
"38625","SWA","27.9","TLW","ES",474.81,397.67,416.14,340.15,377.83,300.35,329.87,354.3,400,433,397.4,251
"38626","SWA","27.9","TLW","PT",402.85,316.98,349.91,403.03,291.26,222.9,332.56,311,231,181,269,175.6
"38627","SWG","27.9","TLW","ES",39.67,28.15,33.86,14.03,0,0,0,0,0,0,0,0
"38628","SWM","27.9","TLW","ES",21.51,11.62,14.07,16.61,13.5,101.14,104.51,99.3,95.8,94,93,87.5
"38629","SWM","27.9","TLW","PT",0,0,0,0,0,0,0,2,0.01,0.01,0.01,1.8
"38630","SWO","27.9","TLW","ES",759.58,1105.17,840.6,556.96,487.39,337.11,365.73,393,330.6,634,466.1,411.9
"38631","SWO","27.9","TLW","PT",697.5,926.2,823.15,643.97,685.25,350.25,451.47,458,400,336,211,338.9
"38632","SWR","27.9","TLW","ES",2.05,0,0,0,0.01,0,0,0,0,0,0,0
"38633","SWR","27.9","TLW","PT",0,0,8.74,0,0,0,0,0,0,0,0,0
"38634","SWX","27.9","TLW","ES",6.75,0.01,0.05,0.11,1.15,200.94,62.34,35.4,50.8,62,60.9,45.6
"38635","SWX","27.9","TLW","PT",0,0,53.44,1.5,0,0,0,0,0,0,0,0
"38636","SYC","27.9","TLW","ES",292.15,248.5,243.9,193.09,176.39,140.21,147.65,98.5,38.5,61,73.9,91.8
"38637","SYR","27.9","TLW","ES",0.01,0,0.02,0.93,0.09,0,0,39,1.1,4,6.6,0
"38638","SYR","27.9","TLW","PT",0.26,0,0,0,0,0,0.41,115,84,113,114,0
"38639","SYT","27.9","TLW","ES",0.49,0,0,0,0,0,0,0,0,0,0,0
"38640","SYT","27.9","TLW","PT",642.77,627.2,503.12,352.17,451.5,333.18,385.01,447,454,431,444,420.3
"38641","SYX","27.9","TLW","ES",7,4.41,5.09,9.25,10.71,8.23,8.45,3.9,13.1,13,6.1,0
"38642","TAL","27.9","TLW","ES",0.07,0,0,0,0,0,0,0,0,0,0,0
"38643","TCW","27.9","TLW","ES",0,0.02,0.01,0.01,0.04,0,0,0,0,0,0,0
"38644","TDQ","27.9","TLW","ES",34.1,162.69,19.29,56.55,13.51,0,0,0,0,0,0,0
"38645","TDQ","27.9","TLW","PT",0.01,1.77,0,0,0,0,0,0,0,0,0,0
"38646","TGS","27.9","TLW","PT",0,0,0,0,0.13,0.51,0.9,0,0.01,0.01,0.01,0.11
"38647","THF","27.9","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0.01,0
"38648","THR","27.9","TLW","ES",0,0,0.02,0,0,0,0,0.1,0.7,7,19.8,18.1
"38649","THS","27.9","TLW","ES",0.33,0.75,0.32,0.35,0.96,0,0,0,0,0,0,0
"38650","THS","27.9","TLW","PT",148.02,158.87,135.2,160.93,139.54,137.54,297.23,285,285.01,151,179.01,276.9
"38651","TIG","27.9","TLW","ES",0,0,0.02,0,0.14,0,0,0.01,0,2,2.5,4.5
"38652","TMP","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.01
"38653","TOD","27.9","TLW","ES",0.48,0.12,0.59,0.88,1.65,10.2,28.07,26,25.7,23,19.7,21.1
"38654","TOD","27.9","TLW","PT",1.87,0,0,0,0,0,0,0,0,0,0,0
"38655","TOE","27.9","TLW","ES",10.84,8.08,9.08,8.28,3.59,0,0,0,0,0,0,0
"38656","TOE","27.9","TLW","PT",43.29,31.84,43.24,46.69,40.9,37.64,54.92,51,40,46,48,51.4
"38657","TOM","27.9","TLW","PT",0,0,0,0.02,0,0,0,0,0,0.01,0.01,0.11
"38658","TOP","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.01
"38659","TOX","27.9","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"38660","TRA","27.9","TLW","ES",15.89,34.08,51.57,32.77,64.53,0,0,0,0,0,0,0
"38661","TRB","27.9","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0,0
"38662","TRC","27.9","TLW","ES",0.01,0.06,0.02,0,0,0.27,0.21,0.6,0,0.01,0.2,0
"38663","TRE","27.9","TLW","ES",0,0.08,0.03,0,0.45,0,0,0,0,0,0,0
"38664","TRE","27.9","TLW","PT",24.63,7.77,13.4,3.58,13.68,13.76,13.92,15,7,2,1.01,0.61
"38665","TRG","27.9","TLW","ES",19.91,15.79,16.08,25.18,16.59,0,0,0,0,0,0,0
"38666","TRG","27.9","TLW","PT",151.33,75.91,70.29,74.64,110.89,90.22,218.92,281,86,15,24,18
"38667","TRI","27.9","TLW","ES",0.73,0.26,0.91,1.53,2.09,11.93,35.41,42,38.1,23,21.8,6.5
"38668","TRI","27.9","TLW","PT",0,0,0,0,4.61,3.32,0.41,0,33,71,39,19.1
"38669","TRK","27.9","TLW","ES",1.5,1.34,1.61,1.09,0.25,0,0,0,0,0,0,0
"38670","TRK","27.9","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0,0
"38671","TRP","27.9","TLW","ES",0.09,0,0.02,0,0,0,0,0,0,0,0,0
"38672","TRR","27.9","TLW","PT",0,0,0,0,0.02,0,0,0,0.01,0,0,0
"38673","TRS","27.9","TLW","ES",0.01,0.31,0.01,0.06,0,0,0,0.01,0.01,0.01,0.01,0.1
"38674","TRS","27.9","TLW","PT",0,0,0,0,0.74,0.49,0.49,1,2,1,1,0.2
"38675","TRZ","27.9","TLW","ES",0,0,0,0,0,0,0,0,0,3,0,0
"38676","TRZ","27.9","TLW","PT",0.01,0,0,0,0,0,0,0,0,0,0,0
"38677","TSD","27.9","TLW","ES",14.16,27.27,11.17,34.49,16.71,0,0,0,0,0,0,0
"38678","TSD","27.9","TLW","PT",3.5,4.68,4.79,2.25,2.12,3.71,4.13,3,3,4,4,2.6
"38679","TTR","27.9","TLW","ES",12.73,10.76,6.85,6.54,5.52,0,0,0,0,0,0,0
"38680","TUN","27.9","TLW","ES",0.38,36.06,6.32,4.63,1.81,0.03,5.25,0.7,0.71,39,46.9,2422.5
"38681","TUR","27.9","TLW","ES",18.22,17.8,14.83,12.28,18.25,16.76,22.37,28.4,15,30,21.31,23.7
"38682","TUR","27.9","TLW","IE",0,0,0,0,0,0,0,0,0.01,0,0,0
"38683","TUR","27.9","TLW","PT",47.06,45.4,61.7,36.98,39.67,46.28,50.95,72,44,29,38,52.6
"38684","TUS","27.9","TLW","PT",0,0,0,0,0.08,0.05,9.22,0,0.01,1.01,7.01,51.2
"38685","TUX","27.9","TLW","ES",0,0,0,0,0,0,0,0,0,81,0,0
"38686","TVY","27.9","TLW","ES",0.06,0,0.07,0.01,0.14,0,0,0,0,0,0,0
"38687","TWL","27.9","TLW","PT",0,0,0,0,0.01,0,0,0,0.01,21,29,0
"38688","TZY","27.9","TLW","ES",0.08,0.17,0.12,0.06,0,0,0,0,0,0,0,0
"38689","UBS","27.9","TLW","ES",0.02,0.02,0,0.02,0,0,0,0,0,0,0,0
"38690","UCA","27.9","TLW","ES",28.99,25.81,24.95,12.87,6.54,0,0,0,0,0,0,0
"38691","UDP","27.9","TLW","ES",151.13,107.75,224.75,14.26,61.4,0,0,0,0,0,0,0
"38692","ULO","27.9","TLW","ES",2.71,4.07,2.19,0.88,2.98,0,0,0,0,0,0,0
"38693","ULO","27.9","TLW","PT",1614.14,1582.63,1483.45,1098.01,738.33,623.56,556.53,666,678,405,627,1193
"38694","URA","27.9","TLW","PT",4.68,6.2,24.36,17.03,8.26,12.13,43.51,35,56,31,62,36.4
"38695","URM","27.9","TLW","ES",605.18,542.01,484.83,385.97,413.22,0,0,0,0,0,0,0
"38696","URM","27.9","TLW","PT",0,0,18.74,7.18,2.63,1.13,1.61,3,0.01,0,0,0
"38697","URX","27.9","TLW","ES",0.01,0.07,0.01,0.03,0.06,478.01,479.18,476.6,323.7,400,341.6,234.1
"38698","USB","27.9","TLW","ES",168.33,167.46,140.79,107.96,125.17,0,0,0,0,0,0,0
"38699","USB","27.9","TLW","PT",0.01,0.02,0.01,0.27,0.09,0.26,0.15,0,1,0.01,0,0
"38700","USI","27.9","TLW","ES",10.52,12.32,8.07,5.35,6.73,0,0,0,0,0,0,0
"38701","USK","27.9","TLW","ES",0.01,0.01,0.08,0.07,0.09,0,1.97,0,0,0.01,0,0
"38702","USK","27.9","TLW","PT",0,0,0,0,0,0.02,0.05,0,0,0,0,0.11
"38703","UUC","27.9","TLW","ES",1.11,1.26,0.11,0.04,0.21,0,0,0,0,0,0,0
"38704","VAD","27.9","TLW","ES",0.98,1.12,1.2,1.59,0.45,0,0,0,0,0,0,0
"38705","VEV","27.9","TLW","ES",37.79,34.62,28.56,42.17,35.54,0,0,0,0,0,0,0
"38706","VEV","27.9","TLW","PT",2.54,31.45,14.27,28.22,1.7,2.77,3.78,4,7,6,2,0.2
"38707","VLO","27.9","TLW","PT",1.2,0,2.33,0.1,0.28,0.15,0.13,0,1,0.01,7,1.4
"38708","VMA","27.9","TLW","ES",37748.96,21664.87,24853.07,19968.54,14673.49,0,0,0,0,0,0,0
"38709","VMA","27.9","TLW","LT",0,0,0,0,0,9.48,0,0,0,0,0,0
"38710","VMA","27.9","TLW","PT",18754.14,26640.63,45357.85,29556.09,39066.72,35046.26,0,24084,14297,23288,25681,17018
"38711","VMA","27.9","TLW","RU",0,0,0,0,11,476,0,0,0,0,0,0
"38712","VNA","27.9","TLW","ES",15.46,12.04,9.95,5.6,4.94,0,0,0,0,0,0,0
"38713","VNA","27.9","TLW","PT",0,0,2.9,2.96,0.81,0.36,3.63,7,3,5,3,4.7
"38714","VNR","27.9","TLW","ES",493.84,410.57,394.58,398.64,335.99,0,0,0,0,0,0,0
"38715","VNR","27.9","TLW","PT",0,0,0,0,0,0.14,74.56,109,16,1,0,5.1
"38716","VSC","27.9","TLW","ES",34.52,28.48,21.98,43.35,68.17,0,0,0,0,0,0,0
"38717","WAH","27.9","TLW","PT",0,0,0,0,0,0.13,0,0,0.01,0,0,0.01
"38718","WEG","27.9","TLW","ES",11.1,13.63,19.03,4.93,5.95,14.07,18.49,32.2,15,8,0,0
"38719","WEG","27.9","TLW","PT",9.49,7.22,3.5,4.04,3.74,3.17,4.07,4,4,5,19,5.5
"38720","WEX","27.9","TLW","ES",32.01,35.98,34.41,12.16,11.26,0,0,0,0,0,0,0
"38721","WEX","27.9","TLW","PT",4.13,9.72,10.29,8.34,7.17,5.99,4.2,8,11,6,5,7
"38722","WHB","27.9","TLW","ES",6281.18,6344.47,6770.02,3629.04,2786.59,1385.88,1599.43,2021.6,3369.1,4513,5141,8553.5
"38723","WHB","27.9","TLW","PT",2726.92,2338.9,2043.15,1495.83,2429.88,2065.77,696.51,1521,2105,4653,3896,2603.4
"38724","WHE","27.9","TLW","ES",0.04,0,0,0.1,0.02,0.02,1.31,0,0.01,0.01,0.1,1.2
"38725","WHE","27.9","TLW","FR",0,0,0,0,0,0,0,0,1.8,0,0,0
"38726","WHG","27.9","TLW","ES",0,0,0,0.16,0,0,4.11,1.6,2.6,0.01,0,0
"38727","WHG","27.9","TLW","FR",0,0,0.02,0,0,0,0,0,0,0,0,0
"38728","WHG","27.9","TLW","PT",1.23,0.96,38.54,64.07,94.15,88.73,103.64,112,113,97,107,169.1
"38729","WHM","27.9","TLW","ES",0.32,9.17,3.98,2.08,4.46,0.25,4.5,3.5,1.6,0.01,0.4,0
"38730","WHM","27.9","TLW","PT",0.85,0.16,0.08,0.18,4.41,6.99,0.12,0,1,0,0.01,1.3
"38731","WIT","27.9","TLW","ES",0,0.15,0,0,0.02,0,0,0,0,0,0,0
"38732","WIT","27.9","TLW","PT",9.76,8.66,8.95,11.98,11.15,8.04,5.01,12,11,8,6,13
"38733","WOR","27.9","TLW","ES",0.01,0,0.01,0,0,0,0,0,0,0,0,0
"38734","WOR","27.9","TLW","PT",0,0,0,0.02,0.14,8.46,6.17,7,7,3,1,0
"38735","WRA","27.9","TLW","ES",28.53,46.92,37.37,29.85,41.46,166.72,176.39,217.6,190.1,285,241.7,202.4
"38736","WRA","27.9","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,35.01,36.41
"38737","WRF","27.9","TLW","ES",2.38,2.41,5.55,4.44,7.78,1.75,1.45,2.8,1.5,91.01,141.91,73.4
"38738","WRF","27.9","TLW","PT",80.06,53.07,83.1,87.67,106.42,151.81,142.63,102,215.01,295,568,333.5
"38739","WRM","27.9","TLW","ES",0,0,0,0,0.16,0,0,0,0,0,0,0
"38740","WSA","27.9","TLW","ES",0,0.02,0,0,0,0,0,0,0,0,0,0
"38741","WSA","27.9","TLW","PT",1.44,0,2.63,2.74,10.86,9.12,0,0,0,0,0,0
"38742","XKX","27.9","TLW","PT",0,0,0.6,0.94,0.72,0.49,0.51,0,0,0,0,0
"38743","XOD","27.9","TLW","ES",0.93,2.29,0.32,0.06,0.59,0,0,0,0,0,0,0
"38744","YEL","27.9","TLW","PT",0,0,0,0.01,0,0,0,0,0.01,0,0.01,0.1
"38745","YFC","27.9","TLW","ES",0.33,0.47,0.45,0.7,0.72,0,0,0,0,0,0,0
"38746","YFM","27.9","TLW","ES",0,0.05,0.01,0.06,0,0,0,0,0,0,0,0
"38747","YFT","27.9","TLW","ES",0,0,0,0,0.04,0.34,0.26,0.2,0.01,0.02,0.3,0
