"","fishstock","AssessmentYear","Year","recruitment","high_recruitment","low_recruitment","low_SSB","SSB","high_SSB","catches","landings","discards","low_F","F","high_F","StockPublishNote","Purpose","Fage","recruitment_age","units","stockSizeDescription","stockSizeUnits","fishingPressureDescription","fishingPressureUnits"
"6358","reg.27.561214",2019,1994,63300,NA,NA,NA,149252,NA,42386,42386,NA,NA,"0.174",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6359","reg.27.561214",2019,1995,335400,NA,NA,NA,148736,NA,44159,44159,NA,NA,"0.184",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6360","reg.27.561214",2019,1996,87500,NA,NA,NA,151132,NA,35933,35933,NA,NA,"0.145",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6361","reg.27.561214",2019,1997,41000,NA,NA,NA,153024,NA,39219,39219,NA,NA,"0.155",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6362","reg.27.561214",2019,1998,41600,NA,NA,NA,157912,NA,39446,39446,NA,NA,"0.155",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6363","reg.27.561214",2019,1999,83200,NA,NA,NA,158914,NA,41267,41267,NA,NA,"0.165",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6364","reg.27.561214",2019,2000,52000,NA,NA,NA,160684,NA,42774,42774,NA,NA,"0.161",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6365","reg.27.561214",2019,2001,111000,NA,NA,NA,164556,NA,36791,36791,NA,NA,"0.133",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6366","reg.27.561214",2019,2002,121600,NA,NA,NA,165076,NA,50700,50700,NA,NA,"0.181",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6367","reg.27.561214",2019,2003,179300,NA,NA,NA,168167,NA,38252,38252,NA,NA,"0.137",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6368","reg.27.561214",2019,2004,110400,NA,NA,NA,178515,NA,32932,32932,NA,NA,"0.113",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6369","reg.27.561214",2019,2005,170800,NA,NA,NA,186135,NA,45192,45192,NA,NA,"0.159",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6370","reg.27.561214",2019,2006,173400,NA,NA,NA,195346,NA,42211,42211,NA,NA,"0.145",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6371","reg.27.561214",2019,2007,111400,NA,NA,NA,206210,NA,39136,39136,NA,NA,"0.13",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6372","reg.27.561214",2019,2008,138500,NA,NA,NA,222962,NA,46187,46187,NA,NA,"0.145",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6373","reg.27.561214",2019,2009,222700,NA,NA,NA,239893,NA,39128,39128,NA,NA,"0.116",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6374","reg.27.561214",2019,2010,174300,NA,NA,NA,265753,NA,38428,38428,NA,NA,"0.103",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6375","reg.27.561214",2019,2011,91400,NA,NA,NA,289874,NA,45271,45271,NA,NA,"0.112",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6376","reg.27.561214",2019,2012,130100,NA,NA,NA,307070,NA,45555,45555,NA,NA,"0.105",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6377","reg.27.561214",2019,2013,64300,NA,NA,NA,324289,NA,53201,53201,NA,NA,"0.116",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6378","reg.27.561214",2019,2014,21900,NA,NA,NA,331802,NA,50677,50677,NA,NA,"0.105",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6379","reg.27.561214",2019,2015,4900,NA,NA,NA,338145,NA,51601,51601,NA,NA,"0.103",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6380","reg.27.561214",2019,2016,12300,NA,NA,NA,334077,NA,59648,59648,NA,NA,"0.117",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6381","reg.27.561214",2019,2017,23300,NA,NA,NA,327515,NA,56017,56017,NA,NA,"0.111",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6382","reg.27.561214",2019,2018,41700,NA,NA,NA,312332,NA,53348,53348,NA,NA,"0.107",NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6383","reg.27.561214",2019,2019,41700,NA,NA,NA,299040,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice","9-19",5,"tonnes","SSB","tonnes","F",NA
"6384","rjb.27.67a-ce-k",2018,2005,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6385","rjb.27.67a-ce-k",2018,2006,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6386","rjb.27.67a-ce-k",2018,2007,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6387","rjb.27.67a-ce-k",2018,2008,NA,NA,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6388","rjb.27.67a-ce-k",2018,2009,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6389","rjb.27.67a-ce-k",2018,2010,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6390","rjb.27.67a-ce-k",2018,2011,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6391","rjb.27.67a-ce-k",2018,2012,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6392","rjb.27.67a-ce-k",2018,2013,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6393","rjb.27.67a-ce-k",2018,2014,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6394","rjb.27.67a-ce-k",2018,2015,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6395","rjb.27.67a-ce-k",2018,2016,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6396","rjb.27.67a-ce-k",2018,2017,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"6397","rjc.27.3a47d",2017,1993,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6398","rjc.27.3a47d",2017,1994,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6399","rjc.27.3a47d",2017,1995,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6400","rjc.27.3a47d",2017,1996,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6401","rjc.27.3a47d",2017,1997,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6402","rjc.27.3a47d",2017,1998,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6403","rjc.27.3a47d",2017,1999,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6404","rjc.27.3a47d",2017,2000,NA,NA,NA,NA,0.388,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6405","rjc.27.3a47d",2017,2001,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6406","rjc.27.3a47d",2017,2002,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6407","rjc.27.3a47d",2017,2003,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6408","rjc.27.3a47d",2017,2004,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6409","rjc.27.3a47d",2017,2005,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6410","rjc.27.3a47d",2017,2006,NA,NA,NA,NA,1.082,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6411","rjc.27.3a47d",2017,2007,NA,NA,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6412","rjc.27.3a47d",2017,2008,NA,NA,NA,NA,1.695,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6413","rjc.27.3a47d",2017,2009,NA,NA,NA,NA,1.159,NA,NA,1129,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6414","rjc.27.3a47d",2017,2010,NA,NA,NA,NA,0.738,NA,NA,1336,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6415","rjc.27.3a47d",2017,2011,NA,NA,NA,NA,0.62,NA,NA,1282,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6416","rjc.27.3a47d",2017,2012,NA,NA,NA,NA,1.788,NA,NA,1589,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6417","rjc.27.3a47d",2017,2013,NA,NA,NA,NA,1.851,NA,NA,1868,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6418","rjc.27.3a47d",2017,2014,NA,NA,NA,NA,2.948,NA,NA,1905,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6419","rjc.27.3a47d",2017,2015,NA,NA,NA,NA,2.678,NA,NA,1645,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6420","rjc.27.3a47d",2017,2016,NA,NA,NA,NA,3.247,NA,NA,1825,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6421","rjc.27.6",2018,2005,NA,NA,NA,"0",4,8,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6422","rjc.27.6",2018,2006,NA,NA,NA,"2",6,9,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6423","rjc.27.6",2018,2007,NA,NA,NA,"1",6,10,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6424","rjc.27.6",2018,2008,NA,NA,NA,"3",8,12,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6425","rjc.27.6",2018,2009,NA,NA,NA,"3",7,12,NA,114,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6426","rjc.27.6",2018,2010,NA,NA,NA,"4",18,32,NA,120,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6427","rjc.27.6",2018,2011,NA,NA,NA,"5",14,23,NA,141,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6428","rjc.27.6",2018,2012,NA,NA,NA,"3",23,42,NA,181,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6429","rjc.27.6",2018,2013,NA,NA,NA,"4",16,28,NA,241,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6430","rjc.27.6",2018,2014,NA,NA,NA,"1",13,24,NA,236,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6431","rjc.27.6",2018,2015,NA,NA,NA,"4",14,25,NA,213,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6432","rjc.27.6",2018,2016,NA,NA,NA,"4",23,43,NA,260,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6433","rjc.27.6",2018,2017,NA,NA,NA,"7",16,24,NA,294,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/km2",NA,NA
"6434","rjc.27.7afg",2018,1993,NA,NA,NA,NA,1.26,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6435","rjc.27.7afg",2018,1994,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6436","rjc.27.7afg",2018,1995,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6437","rjc.27.7afg",2018,1996,NA,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6438","rjc.27.7afg",2018,1997,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6439","rjc.27.7afg",2018,1998,NA,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6440","rjc.27.7afg",2018,1999,NA,NA,NA,NA,1.87,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6441","rjc.27.7afg",2018,2000,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6442","rjc.27.7afg",2018,2001,NA,NA,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6443","rjc.27.7afg",2018,2002,NA,NA,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6444","rjc.27.7afg",2018,2003,NA,NA,NA,NA,2.05,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6445","rjc.27.7afg",2018,2004,NA,NA,NA,NA,4.37,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6446","rjc.27.7afg",2018,2005,NA,NA,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6447","rjc.27.7afg",2018,2006,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6448","rjc.27.7afg",2018,2007,NA,NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6449","rjc.27.7afg",2018,2008,NA,NA,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6450","rjc.27.7afg",2018,2009,NA,NA,NA,NA,2.62,NA,NA,671,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6451","rjc.27.7afg",2018,2010,NA,NA,NA,NA,2.56,NA,NA,780,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6452","rjc.27.7afg",2018,2011,NA,NA,NA,NA,1.79,NA,NA,944,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6453","rjc.27.7afg",2018,2012,NA,NA,NA,NA,1.93,NA,NA,1165,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6454","rjc.27.7afg",2018,2013,NA,NA,NA,NA,3.26,NA,NA,1048,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6455","rjc.27.7afg",2018,2014,NA,NA,NA,NA,3.42,NA,NA,790,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6456","rjc.27.7afg",2018,2015,NA,NA,NA,NA,2.18,NA,NA,903,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6457","rjc.27.7afg",2018,2016,NA,NA,NA,NA,4.64,NA,NA,861,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6458","rjc.27.7afg",2018,2017,NA,NA,NA,NA,5.47,NA,NA,876,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","kg/hour",NA,NA
"6459","rjc.27.7e",2018,2006,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6460","rjc.27.7e",2018,2007,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6461","rjc.27.7e",2018,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6462","rjc.27.7e",2018,2009,NA,NA,NA,NA,118,NA,NA,206,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6463","rjc.27.7e",2018,2010,NA,NA,NA,NA,204,NA,NA,208,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6464","rjc.27.7e",2018,2011,NA,NA,NA,NA,63,NA,NA,216,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6465","rjc.27.7e",2018,2012,NA,NA,NA,NA,220,NA,NA,242,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6466","rjc.27.7e",2018,2013,NA,NA,NA,NA,147,NA,NA,339,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6467","rjc.27.7e",2018,2014,NA,NA,NA,NA,702,NA,NA,379,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6468","rjc.27.7e",2018,2015,NA,NA,NA,NA,580,NA,NA,395,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6469","rjc.27.7e",2018,2016,NA,NA,NA,NA,681,NA,NA,423,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6470","rjc.27.7e",2018,2017,NA,NA,NA,NA,547,NA,NA,371,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6471","rjc.27.7e",2018,2018,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index","tonnes",NA,NA
"6472","rjc.27.8",2018,1999,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6473","rjc.27.8",2018,2000,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6474","rjc.27.8",2018,2001,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6475","rjc.27.8",2018,2002,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6476","rjc.27.8",2018,2003,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6477","rjc.27.8",2018,2004,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6478","rjc.27.8",2018,2005,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6479","rjc.27.8",2018,2006,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6480","rjc.27.8",2018,2007,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6481","rjc.27.8",2018,2008,NA,NA,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6482","rjc.27.8",2018,2009,NA,NA,NA,NA,0.46,NA,NA,333,5,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6483","rjc.27.8",2018,2010,NA,NA,NA,NA,0.71,NA,NA,432,1,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6484","rjc.27.8",2018,2011,NA,NA,NA,NA,1.1,NA,NA,424,5,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6485","rjc.27.8",2018,2012,NA,NA,NA,NA,0.9,NA,NA,451,5,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6486","rjc.27.8",2018,2013,NA,NA,NA,NA,1.78,NA,NA,483,11,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6487","rjc.27.8",2018,2014,NA,NA,NA,NA,2.28,NA,NA,489,613,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6488","rjc.27.8",2018,2015,NA,NA,NA,NA,0.91,NA,NA,416,185,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6489","rjc.27.8",2018,2016,NA,NA,NA,NA,0.71,NA,NA,373,166,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6490","rjc.27.8",2018,2017,NA,NA,NA,NA,1.52,NA,NA,369,53,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6491","rjc.27.9a",2018,1990,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6492","rjc.27.9a",2018,1991,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6493","rjc.27.9a",2018,1992,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6494","rjc.27.9a",2018,1993,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6495","rjc.27.9a",2018,1994,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6496","rjc.27.9a",2018,1995,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6497","rjc.27.9a",2018,1996,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6498","rjc.27.9a",2018,1997,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6499","rjc.27.9a",2018,1998,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6500","rjc.27.9a",2018,1999,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6501","rjc.27.9a",2018,2000,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6502","rjc.27.9a",2018,2001,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6503","rjc.27.9a",2018,2002,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
"6504","rjc.27.9a",2018,2003,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Biomass Index",NA,NA,NA
